"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"	"Total Deaths"	"Total Death Description"	"Total Missing"	"Total Missing Description"	"Total Injuries"	"Total Injuries Description"	"Total Damage ($Mil)"	"Total Damage Description"	"Total Houses Destroyed"	"Total Houses Destroyed Description"	"Total Houses Damaged"	"Total Houses Damaged Description"
"[""Year >= 1900"",""Earthquake Magnitude >= 1"",""Deaths >= 1""]"																																						
	1996	2	17	5	59	30.5	2260		"INDONESIA:  NEW GUINEA:  IRIAN JAYA:  BIAK, SUPIORI"	-0.891	136.952	33	8.2	9	54	2			423	3	4.2	2	5043	4			164	3			423	3	4.2	2	5043	4		
	1996	3	19	15	0	26			"CHINA:  S. XINJIANG:   ARTUX, JIASHI, BACHU, KASHI"	39.993	76.696	28	6.3		24	1			128	3	24	3	15314	4			24	1			128	3	24	3	15314	4		
	1996	3	28	23	3	49.8			"ECUADOR:  COTOPAXI, PASTAZA, TUNGURAHUA, AMBATO"	-1.036	-78.737	33	5.9	6	27	1			100	2	7	3		3		3	27	1			100	2	7	3		3		3
	1996	4	29	14	40	41			"SOLOMON ISLANDS:  BOUGAINVILLE ISLAND"	-6.518	154.999	44	7.2		1	1						2		3			1	1						2		3		
	1996	5	3	3	32	47.1			"CHINA:  NEI MONGOL:  BAOTOU, BEIJING, HOHHOT"	40.774	109.661	26	6	8	23	1			330	3		4					23	1			330	3		4				
	1996	11	12	16	59	44	2269		"PERU:  CHINCHA ALTA, ACARI, NAZCA, MARCONA"	-14.993	-75.675	33	7.7	8	14	1			560	3		4			4000	4	14	1			560	3		4			4000	4
	1997	1	11	20	28	26			"MEXICO:  MICHOACAN, ARTEAGA"	18.219	-102.756	33	7.2		1	1						2					1	1						2				
	1997	1	21	1	48	30.1			"CHINA:  SOUTHERN XINJIANG:  JIASHI COUNTY"	39.474	76.998	33	5.9		12	1			40	1		3	14000	4			12	1			40	1		3	14000	4		
	1997	2	4	10	37	47.1			"IRAN:  BOJNURD, SHIRVAN, ESFARAYEN"	37.661	57.291	10	6.5	8	88	2			1948	4	30	4	5500	4	11000	4	88	2			1948	4	30	4	5500	4	11000	4
	1997	2	27	21	8	2.3			"PAKISTAN:  HARNAI-SIBI, QUETTA"	29.976	68.208	33	7.1		60	2				3		2	500	3	500	3	60	2				3		2	500	3		
	1997	2	28	12	57	18.6			"IRAN:  ARDABIL"	38.075	48.05	10	6.1	8	1100	4			2600	4	76	4	12000	4			1100	4			2600	4	76	4	12000	4		
	1997	3	1	6	4	14.1			"CHINA:  S. XINJIANG, JIASHI COUNTY, KASHI"	39.422	76.839	22	5.6		2	1			6	1		3	4000	3			2	1			6	1		3	4000	4		
	1997	3	19	19	57	11.9			"PAKISTAN:  BAJAUR, CHITRAL"	34.872	71.62	50	4.9		15	1						1				1	15	1						1				1
	1997	4	11	5	34	42.7			"CHINA:  S. XINJIANG, BACHU, SHULE, YINGJISHA"	39.527	76.941	15	6.2		9	1			89	2		4	2000	4			9	1			89	2		4	2000	4		
	1997	5	10	7	57	29.7			"IRAN: BIRJAND, GHAEN;  AFGHANISTAN"	33.825	59.809	10	7.2	10	1728	4			2300	4	100	4	10533	4	5474	4	1728	4			2300	4	100	4	10533	4	5474	4
	1997	5	13	14	13	45.7			"AFGHANISTAN:  HINDU-KUSH, MALAKAND-PESHAWAR"	36.411	70.945	196	6.4		1	1			11	1		2				2	1	1			11	1		2				2
	1997	5	21	22	51	28.7			"INDIA:  SOUTHERN:  JABALPUR"	23.083	80.041	36	5.8	8	56	2			1000	4	143	4	8546	4	8546	4	56	2			1000	4	143	4	8546	4	52690	4
	1997	7	9	19	24	13.1	2274		"VENEZUELA:  CARIACO-CUMANA"	10.598	-63.486	20	7	5	81	2			522	3	81	4					81	2			522	3	81	4				
	1997	7	21	8	45	49.1			"SOUTH AFRICA:  AVGOLD'S HARTEBEESTFONTEIN MINE"	-26.857	26.619	5	5		15	1			46	1							15	1			46	1						
	1997	9	26	9	40	26.3			"ITALY:  CENTRAL:  MARCHE, UMBRIA"	43.084	12.812	10	6	10	14	1			100	2	4524.9	4	80000	4			14	1			100	2	4524.9	4	80000	4		
	1997	9	28	1	38	28.6			"INDONESIA:  SULAWESI, PAREPARE"	-3.776	119.727	33	5.9		20	1			300	3	1.1	2	650	3			20	1			300	3	1.1	2	650	3		
	1997	10	15	1	3	33.4			"CHILE:  PUEBLO NUEVO, COQUIMBO, LA CHIMBA"	-30.933	-71.22	58	7.1		8	1			300	3	48	4	5000	4	15700	4	8	1			300	3	48	4	5000	4	15700	4
	1997	11	21	11	23	6.3			"INDIA-BANGLADESH:  CHITTAGONG, BANGLADESH"	22.212	92.702	54	6.1		23	1			200	3		1	1	1		1	23	1			200	3		1	1	1		1
	1998	1	10	3	50	41.5			"CHINA:  NORTHEASTERN: SHANGYI-ZHANGBEI, HEBEI"	41.083	114.5	30	5.7	8	70	2			11500	4	285.5	4	70000	4			70	2			11500	4	285.5	4	70000	4		
	1998	2	4	14	33	21.2			"AFGHANISTAN:  ROSTAQ; TAJIKISTAN:  DUSHANBE"	37.075	70.089	33	5.9		2323	4			818	3		4	8094	4			2323	4			818	3		4	8094	4		
	1998	2	20	12	18	6.2			"AFGHANISTAN-TAJIKISTAN:  YAR HUSAIN, ASTOR"	36.479	71.086	236	6.4		1	1			11	1		2	35	1			1	1			11	1		2	35	1		
	1998	3	14	19	40	27			"IRAN:  GOLBAF, BAFT, KERMAN"	30.154	57.605	9	6.6		5	1			50	1		3	2000	4			5	1			50	1		3	2000	4		
	1998	4	10	15	0	53.1			"IRAN:  BIRJAND, GONABAD"	32.457	59.976	33	5.8	7	12	1			30	1		2	600	3			12	1			30	1		2	600	3		
	1998	4	12	10	55	32.5			"AUSTRIA:  ARNOLDSTEIN; SLOVENIA:  BOVEC, KOBARID"	46.245	13.652	10	5.7	8	1	1						2					1	1						2				
	1998	5	22	4	48	50.4			"BOLIVIA:  CENTRAL:  AIQUILE, TOTORA"	-17.731	-65.431	24	6.6		105	3			150	3		3		3			105	3			150	3		3		3		
	1998	5	30	6	22	28.9			"AFGHANISTAN:  BADAKHSHAN, TAKHAR"	37.106	70.11	33	6.6		4700	4				4	10	3		4			4700	4				4	10	3		4		
	1998	6	27	13	55	52			"TURKEY:  ADANA, CEYHAN"	36.878	35.307	33	6.3	8	145	3			1500	4	550	4	1700	4			145	3			1500	4	550	4	1700	4		
	1998	7	9	5	19	7.3			"AZORES:  FAIAL, PICO, TERCEIRA"	38.65	-28.626	10	6.2		10	1			100	2	72	4	1500	4		3	10	1			100	2	72	4	1500	4		3
	1998	7	17	4	51	14.7			"TAIWAN:  CHIA-I, TAINAN, HUALIEN, KAO-HSIUNG"	23.407	120.736	13	5.7	5	5	1			27	1		1					5	1			27	1		1				
	1998	8	4	18	59	20.1			"ECUADOR:  BAHIA DE CARAQUEZ, CANOA"	-0.593	-80.393	33	7.2		3	1			40	1		2				3	3	1			40	1		2				2
	1998	8	27	9	3	36.6			"CHINA:  SOUTHERN XINJIANG:  JIASHI"	39.66	77.343	33	6.4		3	1			7	1		3	3600	4	18771	4	3	1			7	1		3	3600	4	18771	4
	1998	9	28	13	34	30.4			"INDONESIA:  JAWA, MALANG, BLITAR, BANTUR"	-8.194	112.413	152	6.6		1	1						1	38	1	62	2	1	1						1	38	1	62	2
	1998	9	29	22	14	49.5			"BALKANS NW:  SERBIA:  BELGRADE, LJIG, VALJEVO"	44.209	20.08	10	5.5	8	1	1			17	1		2		3			1	1			17	1		2		3		
	1998	11	13	13	1	10.5			"IRAN:  SOUTHERN:  BIGHERD-KHONJ"	27.791	53.608	33	5.4		5	1			105	3		2			850	3	5	1			105	3				2	850	3
	1998	11	19	11	38	14.8			"CHINA:  SICHUAN PROVINCE: HUAPING, LIJIANG, NINGLAG"	27.308	101.029	33	5.6		5	1			1543	4	70	4	12000	4	12000	4	5	1			1543	4	70	4	12000	4		
	1998	11	29	14	10	31.9	2588		"INDONESIA:  MANGOLE, MANADO, TALIABU"	-2.071	124.891	33	7.7	7	41	1			107	3	200	4	1000	3			41	1			107	3	200	4	1000	3		
	1999	1	25	18	19	16.8			"COLOMBIA:  ARMENIA, CALARCA, PEREIRA, CALDAS, HUILA"	4.461	-75.724	17	6.2		1185	4	700	3	4750	4	1857.366	4		4			1185	4	700	3	4750	4	1857.366	4		4		
	1999	2	11	14	8	51.6			"AFGHANISTAN:  LOWGAR, VARDAK, KABUL"	34.259	69.364	33	6		70	2			500	3		3	7000	4	7000	4	70	2			500	3		3	7000	4		
	1999	3	4	5	38	26.5			"IRAN:  SOUTHERN:  KERMAN"	28.343	57.193	33	6.6		1	1						2			517	3	1	1						2			517	3
	1999	3	28	19	5	11			"INDIA:  CHAMOLI, RUDRAPRAYAG, TEHRI GARHWAL"	30.512	79.403	15	6.6	8	100	2			394	3	70	4	21100	4	21100	4	100	2			394	3		4	21100	4		
	1999	4	3	6	17	18.3			"PERU:  CAMANA, AREQUIPA"	-16.66	-72.662	87	6.8	6	1	1			50	1		2			300	2	1	1			50	1		2			300	3
	1999	5	6	23	0	53.1			"IRAN:  SOUTHERN:  FARS PROVINCE"	29.501	51.88	33	6.2	8	26	1			100	2		2	800	3			26	1			100	2		2	800	3		
	1999	6	4	9	12	50			"AZERBAIJAN:  AGDAS, UCAR, AGALI"	40.802	47.448	33	5.4	5	1	1			18	1	5	2			50	1	1	1			18	1	5	2			50	1
	1999	6	15	20	42	5.9			"MEXICO:  PUEBLA, VERACRUZ, OAXACA, MORELOS, GUERRERO"	18.386	-97.436	70	7		20	1			200	3	226.8	4			2000	4	20	1			200	3	226.8	4			2000	4
	1999	7	11	14	14	16.5			"GUATEMALA:  IZABAL-PUERTO BARRIOS; HONDURAS:  W"	15.782	-88.33	10	6.7		2	1			40	1		2	7	1	7	1	2	1			40	1		2	7	1	4	1
	1999	7	22	10	42	11.7			"BANGLADESH:  MAHESHKHALI ISLAND, COX'S BAZAAR"	21.544	91.895	10	4.2		6	1			200	3		3	700	3			6	1			200	3		3	700	3		
	1999	8	17	0	1	39.1	2326		"TURKEY:  ISTANBUL, KOCAELI, SAKARYA"	40.76	29.97	13	7.6	10	17118	4			50000	4	20000	4			73342	4	17118	4			50000	4	20000	4			73342	4
	1999	8	31	8	10	49.5			"TURKEY:  IZMIT"	40.711	29.949	10	5.2		1	1			166	3		1					1	1			166	3		1				
	1999	9	7	11	56	49.3			"GREECE:  ATHENS"	38.119	23.605	10	6	9	143	3			1600	4	4200	4	53000	4			143	3			1600	4	4200	4	53000	4		
	1999	9	13	11	55	28.1			"TURKEY:  ADAPAZARI-GOLUCK-KOCAELI"	40.709	30.045	13	5.8		7	1			422	3		1					7	1			422	3		1				
	1999	9	20	17	47	18.4			"TAIWAN:  NANTOU, TAICHUNG, TAIZHONG"	23.834	120.813	25	7.6	10	2297	4			8700	4	14000	4	8200		82000	4	2297	4			8700	4	14000	4			82000	4
	1999	9	30	16	31	15.6			"MEXICO:  OAXACA"	16.059	-96.931	61	7.5	8	35	1			215	3	164.8	4			2000	4	35	1			215	3	164.8	4			2000	4
	1999	10	22	2	18	58.5			"TAIWAN:  CHIA-I"	23.445	120.506	33	5.9	6	1	1			254	3	0.786	1	15	1			1	1			254	3	0.786	1	15	1		
	1999	11	11	14	41	25.6			"TURKEY:  ADAPAZARI, KOCEALI, GOLCUK"	40.744	30.266	22	5.7		2	1			171	3							2	1			171	3						
	1999	11	12	16	57	19.5			"TURKEY:  BOLU-DUZCE-KAYNASLI, ADAPAZARI, ZONGULDAK"	40.758	31.161	10	7.2	9	894	3			4948	4	1000	4					894	3			4948	4	1000	4				
	1999	11	24	16	40	21.2			"CHINA:  YUNNAN PROVINCE:  CHENGJIANG"	24.589	102.872	33	4.6		1	1			5	1		1	90	2	90	2	1	1			5	1		1	90	2		
	1999	11	26	13	21	15.5	2339		"VANUATU ISLANDS:  PENTECOST"	-16.423	168.214	33	7.5		5	1			100	2		2					10	1			100	2		3		3		
	1999	12	3	17	6	54.7			"TURKEY:  GORESKEN, ERZURUM PROVINCE"	40.358	42.346	19	5.7		1	1			6	1		2			340	3	1	1			6	1		2			340	3
	1999	12	11	18	3	36.4			"PHILIPPINES:  S LUZON:  MANILA, SANTA CRUZ"	15.766	119.74	33	7.3	7	5	1			40	1	1.794	2					5	1			40	1	1.794	2				
	1999	12	21	14	14	57.6			"INDONESIA:  PANDEGLANG, W JAWA, SE SUMATERA"	-6.845	105.555	56	6.5		5	1			220	3	3.9	2			2800	4	5	1			220	3	3.9	2			2800	4
	1999	12	22	17	36	56.2			"ALGERIA:  NORTHERN:  AIN TEMOUCHENT"	35.321	-1.281	10	5.6	7	24	1			175	3	60.929	4		3		3	24	1			175	3	60.929	4	3000	4		
	2000	1	14	23	37	7.8			"CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY"	25.607	101.063	33	5.9		5	1			2528	4	73.5	4	41000	4			7	1			2528	4	73.5	4	41000	4		
	2000	2	2	22	58	1.5			"IRAN:  BARDASKAN, KASHMAR"	35.288	58.218	33	5.3		1	1			15	1		2	100	2	100	2	1	1			15	1		2	100	2	300	3
	2000	5	4	4	21	16.2	2338		"INDONESIA:  SULAWESI:  LUWUK, BANGGAI, PELENG,"	-1.105	123.573	26	7.6		46	1			264	3	30	4	10000	4			46	1			264	3	30	4	10000	4		
	2000	5	17	3	25	48.7			"TAIWAN:  TAI-CHUNG COUNTY"	24.223	121.058	10	5.4		3	1			13	1		1					3	1			13	1		1				
	2000	6	4	16	28	26.1			"INDONESIA:  SUMATRA:  BENGKULU, ENGGANO"	-4.721	102.087	33	7.9	6	103	3			2174	4	6	3					103	3			2174	4	6	3				
	2000	6	6	2	41	49.8			"TURKEY:  CERKES, CUBUK, ORTA"	40.693	32.992	10	6	7	2	1			80	2		3					2	1			80	2		3			4600	4
	2000	6	7	23	45	26.6			"INDONESIA:  SOUTHERN SUMATERA:  LAHAT"	-4.612	101.905	33	6.7		1	1						2			600	3	1	1						2			600	3
	2000	6	10	18	23	29.3			"TAIWAN:  NAN-TOU"	23.843	121.225	33	6.4		2	1			36	1		1					2	1			36	1		1				
	2000	7	1	7	1	55.5	2340	5104	"JAPAN:  NEAR S COAST HONSHU:  KOZU-SHIMA"	34.221	139.131	10	6.1		1	1				3		1					1	1				3		1				
	2000	7	6	19	30	20.3			"NICARAGUA:  MASAYA"	11.884	-85.988	33	5.4		7	1			42	1		3	357	3	1130	4	7	1			42	1		3	357	3	1130	4
	2000	8	21	13	25	44.5			"CHINA:  YUNNAN PROVINCE:  WUDING"	25.826	102.194	33	4.2		1	1			406	3	43	4					1	1			406	3	43	4				
	2000	11	16	4	54	55.9	2352		"PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK"	-4.001	152.327	17	8		2	1						2		3			2	1						2		3		
	2000	11	25	18	9	11.4			"AZERBAIJAN:  BAKU"	40.245	49.946	50	6.8		31	1			430	3		1					31	1			430	3		1				
	2000	12	6	17	11	6.4			"TURKMENISTAN:  NEBITDAG-TURKMENBASHI"	39.566	54.799	30	7		11	1				2		1					11	1				2		1				
	2000	12	15	16	44	47.6			"TURKEY:  AFYON-BOLVADIN"	38.457	31.351	10	6	7	6	1			41	1		1					6	1			41	1		1				2
	2001	1	13	17	33	32.3	5444		"EL SALVADOR; GUATEMALA"	13.049	-88.66	60	7.7	8	844	3			4723	4	753	4	108226	4	169632	4	844	3			4723	4	753	4	108226	4	169632	4
	2001	1	26	3	16	42.8			"INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN"	23.388	70.326	17	7.6	10	20005	4			166836	4	2623	4	339000	4	339000	4	20005	4			166836	4	2623	4	339000	4		
	2001	2	13	14	22	5.8			"EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP"	13.671	-88.938	10	6.6	6	315	3			3399	4	348.5	4	41302	4	15706	4	315	3			3399	4	348.5	4	41302	4	15706	4
	2001	2	23	0	9	23.6			"CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG"	29.513	101.129	33	5.6		3	1			109	3		3	60000	4	60000	4	3	1			109	3		3	60000	4		
	2001	2	28	18	54	32.8			"WASHINGTON:  OLYMPIA, SEATTLE, TACOMA"	47.149	-122.727	52	6.8	8	1	1			400	3	2000	4					1	1			400	3	2000	4				
	2001	3	24	6	27	53.5			"JAPAN:  HIROSHIMA, OKAYAMA, HONSHU, KAGAMA"	34.083	132.526	50	6.8	9	2	1			161	3	500	4			3700	4	2	1			161	3	500	4			3700	4
	2001	5	8	18	2	16.9			"EL SALVADOR:  CONCHAGUA"	13.605	-88.795	10	5.7		1	1						2	84	2	70	2	1	1						2	84	2	70	2
	2001	5	23	21	10	43.9			"CHINA:  YUNNAN:  NINGLANG; SICHUAN:  YANYUAN"	27.689	101.003	33	5.5		2	1			605	3	36	4					2	1			605	3	36	4				
	2001	6	1	14	0	43.6			"AFGHANISTAN:  HINDU KUSH:  PARVAN"	35.169	69.389	62	5		4	1			20	1		1		2		2	4	1			20	1				2		
	2001	6	23	20	33	14.1	2373		"PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO"	-16.265	-73.641	33	8.4	8	77	2	68	2	2713	4		4	22399	4			103	3	138	3	2713	4	200	4	25399	4		
	2001	7	7	9	38	43.5			"PERU:  AREQUIPA, ARICA"	-17.543	-72.077	33	7.6		1	1			30	1		2	200	3			1	1			30	1		2	200	3		
	2001	8	9	2	6	59.9			"PERU:  ANTABAMA"	-14.258	-72.683	33	5.8		4	1			15	1		2		3			4	1			15	1		2		3		
	2001	10	27	5	35	39.7			"CHINA:  YUNNAN PROVINCE:  YONGSHENG"	26.316	100.648	10	5.6		1	1			220	3		2	3400	4	3400	4	1	1			220	3		2	3400	4		
	2002	1	9	6	45	57.5			"TAJIKISTAN:  ROGHUN"	38.673	69.902	33	5.3		3	1			50	1		2			209	3	3	1			50	1		2			209	3
	2002	1	10	11	14	56.9			"PAPUA NEW GUINEA:  AITAPE"	-3.212	142.427	11	6.7		1	1						2	200	3			1	1						2	200	3		
	2002	2	3	7	11	28.4			"TURKEY:  AFYON"	38.573	31.271	5	6.5		44	1			318	3		2					44	1			318	3		2			622	3
	2002	2	17	13	3	52.7			"IRAN:  BAGHAN"	28.093	51.755	33	5.4		1	1			30	1		2					1	1			30	1		2				3
	2002	3	3	12	8	19.7			"AFGHANISTAN:  HINDU KUSH:  SAMANGHAN, KABUL, RUSTAQ"	36.502	70.482	226	7.4		166	3				2		3	300	3	300	3	166	3				2		3	300	3	400	3
	2002	3	5	21	16	9.1	2394		"PHILIPPINES:  MINDANAO"	6.033	124.249	31	7.5		15	1			100	2	1.714	2			800	3	15	1			100	2	1.714	2			800	3
	2002	3	25	14	56	33.8			"AFGHANISTAN:  HINDU KUSH:  BAGHLAN, NAHRIN"	36.062	69.315	8	6.1		1000	3			200	3		4	1500	4	1500	4	1000	3			200	3		4	1500	4		
	2002	3	31	6	52	50.4	2396		"TAIWAN:  TAIPEI"	24.279	122.179	33	7.1		5	1			200	3		2	100	2			5	1			200	3		2	100	2		
	2002	4	12	4	0	23.7			"TAJIKISTAN; AFGHANISTAN: DO ABI-NAHRIN"	39.959	69.417	10	5.9		50	1			150	3		2	160	3	160	3	50	1			150	3			160	3	250	3
	2002	4	24	10	51	50.9			"BALKANS NW:  KOSOVO; MACEDONIA:  N"	42.436	21.466	10	5.7		1	1			60	2		1					1	1			60	2		1				
	2002	4	24	19	48	7.1			"IRAN:  WESTERN:  KERMANSHAH"	34.642	47.4	33	5.4		2	1			56	2		4		4		4	2	1			56	2		4		4		
	2002	4	25	17	41	21.5			"GEORGIA:  TBILISI"	41.765	44.96	10	4.3		5	1			52	2		3			2400	4	5	1			52	2		3			2400	4
	2002	5	18	15	15	8.8			"TANZANIA:  BUNDA"	-2.907	33.733	10	5.5		2	1						2	690	3	700	3	2	1						2	690	3	700	3
	2002	6	22	2	58	21.3			"IRAN:  AB GARM-ABHAR-AVAJ-SHIRIN SU"	35.626	49.047	10	6.5	8	261	3			1300	4	300	4		4		4	261	3			1300	4	300	4		4		4
	2002	8	15	5	30	26.2			"INDONESIA:   SULAWESI:  TOJO"	-1.196	121.333	10	6.2		48	1						2			200	3	48	1						2			200	3
	2002	9	6	1	21	28.6			"ITALY:  SICILY:  PALERMO"	38.381	13.701	5	6		2	1			20	1	500	4				2	2	1			20	1	500	4				2
	2002	9	8	18	44	25.5	2398		"PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK"	-3.26	142.94	13	7.6		4	1			70	2		3		1	873	3	4	1			70	2		3		1	873	3
	2002	9	13	22	28	29.4	2399		"INDIA:  ANDAMAN ISLANDS:  RONGAT, DIGLIPUR,ARIEL BAY"	13.036	93.068	21	6.5		2	1						1	40	1		1	2	1						2	40	1		1
	2002	10	10	10	50	20.5	2400		"INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI"	-1.757	134.297	10	7.6		8	1			632	3		3	1000	3	900	3	8	1			632	3		3	1000	3	900	3
	2002	10	24	6	8	37.9			"CONGO: GOMA, LWIRO, BUKAVU; RWANDA:  MUGERA, KIGALI"	-1.884	29.004	11	6.2		2	1						1		2			2	1						1		2		
	2002	10	31	10	32	58.7			"ITALY:  SAN GUILIANO DI PUGLIA, CAMPOBASSO"	41.789	14.872	10	5.7	7	30	1			135	3	796	4				4	30	1			135	3	796	4				4
	2002	11	1	22	9	29.2			"PAKISTAN:  GILGIT"	35.517	74.654	33	5.4		11	1			40	1		3		3		3	11	1			40	1		3			1000	4
	2002	11	2	1	26	10.7			"INDONESIA:  SUMATERA:  SIMEULUE"	2.824	96.085	30	7.3		3	1			65	2		3			994	3	3	1			65	2		3			994	3
	2002	11	20	21	32	30.8			"PAKISTAN:  DASHKIN, DOIAN, MUSHKIN"	35.414	74.515	33	6.3		19	1			40	1		3	100	2	100	2	19	1			40	1		3	100	2	1256	4
	2002	12	14	13	27	29.1			"CHINA:  GANSU PROVINCE:  YUMNE"	39.736	97.443	22	5.5		2	1						3	13380	4			2	1						3	13380	4		
	2003	1	22	2	6	34.6	2402		"MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO"	18.77	-104.104	24	7.5	8	29	1			300	3		3	2005	4	6615	4	29	1			300	3		3	2005	4	6615	4
	2003	1	27	5	26	23			"TURKEY:  SAGLAMTAS, PULUMUR"	39.5	39.878	10	6.1		1	1				2		1					1	1				2		1				2
	2003	2	24	2	3	41.4			"CHINA:  S. XINJIANG:  BACHU"	39.61	77.23	11	6.3		261	3			4000	4		4	71000	4			261	3			4000	4		4	71000	4		
	2003	2	25	3	52	41			"CHINA:  S. XINJIANG:  BACHU"	39.483	77.393	10	5.4		5	1						1					5	1						1				
	2003	3	25	2	53	25			"INDONESIA:  FLORES:  REO"	-8.294	120.743	33	6.5		4	1			20	1		1				2	4	1			20	1		1				2
	2003	5	1	0	27	4.7			"TURKEY:  BINGOL"	39.007	40.464	10	6.4		177	3			521	3		3	718	3	718	3	177	3			521	3		3	718	3	2593	4
	2003	5	4	15	44	35.5			"CHINA:  S. XINJIANG:  YOPURGA"	39.43	77.219	10	5.8		1	1			3	1		3	1600	4			1	1			3	1		3	1600	4		
	2003	5	21	18	44	20.1	2403		"ALGERIA:  ALGIERS, BOUMERDES, REGHIA, THENIA"	36.964	3.634	12	6.8	10	2287	4	800	3	11000	4	5000	4	19000	4	163000	4	2287	4	800	3	11000	4	5000	4	19000	4	163000	4
	2003	5	26	19	23	27.9			"INDONESIA:  MOROTAI, BEREBERE, DARUBA"	2.354	128.855	31	7		1	1			7	1		1	28	1	20	1	1	1			7	1		1	28	1	20	1
	2003	5	27	17	11	28.8	3618		"ALGERIA:  ALGIERS, BOUMERDES, REGHAIA"	36.939	3.578	8	5.7		9	1			200	3		2		3			9	1			200	3		2		3		
	2003	7	10	17	6	37.6			"IRAN:  SOUTHERN: GAJJIABAD"	28.355	54.169	10	5.8	7	1	1			25	1	21.6	3	3500	4			1	1			25	1	21.6	3	3500	4		
	2003	7	21	15	16	31.9			"CHINA:  YUNNAN PROVINCE"	25.975	101.29	10	5.9		16	1			584	3	75	4	264878	4	264878	4	16	1			584	3	75	4	264878	4		
	2003	7	26	23	18	17.9			"BANGLADESH:  RANGAMATI"	22.854	92.306	10	5.7		2	1			25	1		2	500	3			2	1			25	1		2	500	3		
	2003	8	16	10	58	42.7			"CHINA:  NEI MONGOL:  LINDONG, TIANSHAN"	43.77	119.643	24	5.4		4	1			1000	3		3	7900	3			4	1			1000	3		3	7900	4		
	2003	9	22	4	45	36.2			"DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO"	19.777	-70.673	10	6.4	10	3	1			15	1		3		3			3	1			15	1		3		3		
	2003	9	27	11	33	25			"RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO"	50.038	87.813	16	7.3	10	3	1			5	1	10.6	3	300	3			3	1			5	1	10.6	3	300	3		
	2003	10	16	12	28	9			"CHINA:  YUNNAN PROVINCE:  DAYAO"	25.954	101.254	33	5.6		3	1			32	1		3	12000	4	12000	4	3	1			32	1		3	12000	4		
	2003	10	25	12	41	35.2			"CHINA:  GANSU PROVINCE:  MINLE, SHANDAN"	38.4	100.951	10	5.8		9	1			43	1	40	4	10000	4			9	1			43	1	40	4	10000	4		
	2003	11	13	2	35	10.3			"CHINA:  GANSU PROVINCE:  JONE, LINTAN, MINXIAN"	34.712	103.834	10	5.1		1	1			30	1		1	10	1			1	1			30	1		1	10	1		
	2003	11	14	18	49	46.5			"CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG"	27.372	103.971	33	5.6		4	1			65	1		2	600	3	600	3	4	1			65	1		2	600	3		
	2003	11	18	17	14	22.6			"PHILIPPINES:  SAMAR:  CAN-AVID"	12.025	125.416	35	6.5	7	1	1			21	1		2	1	1		3	1	1			21	1		2	1	1		3
	2003	12	1	1	38	31.9			"CHINA:  XINJIANG:  ZHAOSU"	42.905	80.515	10	6		11	1			47	1		3	769	3			11	1			47	1		3	769	3		
	2003	12	22	19	15	56			"CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO"	35.706	-121.102	8	6.6	8	2	1			40	1	300	4	40	1			2	1			40	1	300	4				
	2003	12	25	7	11	11.5			"PANAMA-COSTA RICA:  PUERTO ARMUELLES"	8.416	-82.824	33	6.5		2	1			75	2		2				3	2	1			75	2		2				3
	2003	12	26	1	56	52.4			"IRAN:  SOUTHEASTERN:  BAM, BARAVAT"	28.995	58.311	10	6.6	9	31000	4			30000	4	500	4		4		4	31000	4			30000	4	500	4		4		
	2004	1	1	20	59	31.9			"INDONESIA:  BALI, LOMBOK"	-8.31	115.788	45	5.8	6	1	1			29	1	12	3	6000	4			1	1			29	1	12	3	6000	4		
	2004	2	5	21	5	2.8			"INDONESIA:  NABIRE"	-3.615	135.538	17	7		37	1			682	3	1	2	2678	4			37	1			682	3	1	2	2678	4		
	2004	2	14	10	30	22.1			"PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA"	34.774	73.216	11	5.4		24	1			40	1		3	1420	4	1420	4	24	1			40	1		3	1420	4	5379	4
	2004	2	16	14	44	39.9			"INDONESIA:  SUMATRA:  PADANGPANJANG"	-0.466	100.655	56	5.1		5	1			7	1		1					5	1			7	1					100	2
