"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"	"Total Deaths"	"Total Death Description"	"Total Missing"	"Total Missing Description"	"Total Injuries"	"Total Injuries Description"	"Total Damage ($Mil)"	"Total Damage Description"	"Total Houses Destroyed"	"Total Houses Destroyed Description"	"Total Houses Damaged"	"Total Houses Damaged Description"
"[""Year >= 1900"",""Earthquake Magnitude >= 1"",""Deaths >= 1""]"																																						
	1960	5	22	19	11	17	1902	4153	"CHILE:  PUERTO MONTT, VALDIVIA"	-38.143	-73.407	33	9.5	12	2000	4			3000	4	1000	4	58622	4			2226	4			3000	4	1000	4	58622	4		
	1960	5	26	5	10	0			"GREECE-ALBANIA"	40	20		6.5		8	1						2																
	1960	9	22	9	5	32.5			"CONGO:  LAKE TANGANYIKA"	-3.6	29	28	6.6		24	1						2				3	24	1						2				3
	1961	2	26	18	10	48.7	1914		"JAPAN:  MIYAZAKI"	31.6	131.8	74	7.3		2	1			7	1		2	170	3	170	3	2	1			7	1		2	170	3		
	1961	3	16	13	45	35.6			"INDONESIA:  FLORES:  ENDEH"	-8.2	122	74	6.5	8	2	1			6	1		2					2	1			6	1		2				
	1961	6	1	23	29	25.6			"ETHIOPIA:  KARAKORE"	10.466	39.717	33	6.2	9	160	3				3		3		3			160	3				3		3		3		
	1961	6	11	5	10	28.1			"IRAN:  DEHKUYEH,KHANEH,LAR,SHAGHEB,NOKHRIZ,BIGHU"	27.861	54.528	15	6.4	8	60	2				3		3	500	3			61	2				3		3	500	3		
	1961	8	19	5	33	0			"JAPAN:  HONSHU:  W COAST"	36	136.7		7.3		10	1						2																
	1961	12	20	13	25	0			"COLOMBIA: EJE CAFETERO"	4.49	-75.51	163	6.8	8	23	1			100	2		2		1		2	23	1			100	2		2		1		2
	1962	1	7	10	3	0			"BALKANS NW:  CROATIA"	43.3	17.1	33	5.9	8	4	1						2					4	1						2				
	1962	1	11	5	5	0	5631		"BALKANS NW:  CROATIA"	43.3	17.1	33	6.1	9	1	1						2	2290	4			1	1						2	2290	4		
	1962	3	18	15	30	0			"ALBANIA"	40.9	19.5	33	6		15	1						2																
	1962	3	18	20	18	53			"CHINA:  GUANGDONG PROVINCE"	23.72	114.67	25	6.1	8	1	1			2	1		3	1200	4			1	1			2	1		3	1200	4		
	1962	4	1	0	45	13.4			"IRAN:  MUSSAVIEH"	33.32	58.845	15	5.8	7	20	1						2					20	1						2				
	1962	4	18	19	14	0			"PERU:  CASMA,HUARAZ,QUIRUVILCA,TRUJILLO"	-10	-79	39	6.3		9	1						2																
	1962	4	30	2	26	30			"JAPAN:  HONSHU:  SENDAI"	38.8	140.9	104	6.8		1	1				3		2					1	1				3		2				
	1962	5	11	14	11	54.1	1931		"MEXICO:  S"	17.2	-99.6	40	7	8	4	1				3		2		2			4	1				3		2		2		
	1962	5	19	14	58	15	1932		"MEXICO:  S"	17.2	-99.5	33	7.2		3	1			16	1		2		2			3	1			16	1		2		2		
	1962	7	30	20	18	52.3			"COLOMBIA:  MISTRATO, MANIZALES"	5.2	-76.4	69	6.8		47	1			300	3		3				3	47	1			300	3		3				3
	1962	8	21	18	19	0			"ITALY:  S"	41.4	15.5	34	6.1		16	1						2																
	1962	8	28	10	59	0			"GREECE:  S"	37.8	22.9	100	6.8		1	1						2																
	1962	9	1	19	20	39.9			"IRAN:   BUYIN-ZARA"	35.63	49.87	27	7.2	9	12225	4			2776	4	30	4	21310	4			12225	4			2776	4	30	4	21310	4		
	1962	9	4	22	59	0			"TURKEY:  IGDIR"	39.9	43.9		5.5	6	1	1						2																
	1962	10	5	20	2	0			"IRAN:  TORBAT HEYDARIYEH, AKHMEDABAD"	35.1	58.7	8	5	8	6	1						2					6	1						2				
	1963	2	13	8	50	4.5	1940		"TAIWAN:  TAIPEI, HSINCH"	24.5	122.1	47	7.3		15	1			18	1		2		2			15	1			18	1		2		2		
	1963	2	21	17	14	31			"LIBYA:  BARCE (AL MARJ)"	32.6	21	5	5.4		300	3			375	3	5	2		3		3	300	3			375	3	5	2		3		
	1963	3	31	2	27	6.5			"IRAN:  HENDOJAN"	37	57.9	33	5	6	4	1			70	2		2	100	2			4	1			70	2		2	100	2		
	1963	7	26	4	17	12			"BALKANS NW:  MACEDONIA:  SKOPJE"	42.1	21.3	5	6	10	1070	4			3300	4	1000	4		4			1070	4			3300	4	1000	4		4		
	1963	7	29	6	10	0			"IRAN:  GAHKOM,LAIGAZAN,PATKUIYEH,GOLRUIYEH,GANJ"	27.8	55.6	37	5.2		5	1			8	1		2	350	3			5	1			8	1		2	350	3		
	1963	8	29	8	53	50			"CHINA:  XINJIANG"	39.8	74.2		6.5		1	1						1	40	1			1	1						1	40	1		
	1963	9	2	1	34	0			"INDIA:  KASHMIR:  SW"	33.9	74.8	25	5.3		80	2						2																
	1963	9	18	16	58	14.8	4290		"TURKEY:  YALOVA:  CINARCIK"	40.698	29.159	30	6.2	8	1	1				2		2	7	1	163	3	1	1				2		2	7	1	163	3
	1963	9	24	16	30	16	1945		"PERU:  HUAYLLACAYAN,CAJACAY,MALYAS,MALVAS,HUARAZ"	-10.385	-78.022	75	7		1	1						2					1	1						2				2
	1964	1	8	22	30	49.7			"INDONESIA:  SULAWESI:  PINRANG"	-3.7	119.4	90	5.2		8	1			27	1		2					8	1			27	1		2				
	1964	1	18	12	4	41			"TAIWAN:  TAINAN"	23.2	120.6	33	7		107	3			479	3		3	3000	4			107	3			479	3		3	3000	4		
	1964	3	28	3	36	0	1954		"ALASKA"	61.017	-147.648	33	9.2	10	15	1					284	4		3			139	3					400	4		3		
	1964	4	13	8	30	0			"BALKANS NW:  CROATIA"	45.3	18.1	32	6	8	3	1						3																
	1964	5	7	5	45	0			"TANZANIA"	-4	34.9	33	6		1	1			19	1		3					1	1			19	1		3				
	1964	6	14	12	16	0			"TURKEY:  MALATYA,ADIYAMAN"	38.1	38.3		6.1	8	8	1						2																
	1964	6	16	4	1	44.3	1959		"JAPAN:  HONSHU:  W COAST"	38.65	139.2	40	7.5	5	26	1			450	3	80	4	2250	4	2250	4	26	1			450	3	80	4	2250	4		
	1964	7	6	7	22	13.2			"MEXICO:  GUERRERO"	18.136	-100.605	93	7.3		78	2			50	1		3		3			78	2			50	1		3		3		
	1964	10	6	14	31	0			"TURKEY:  MANYAS, BURSA, BALIKESIR"	40.3	28.2	15	7	10	19	1					5	2																
	1965	1	1	21	38	29.2			"ALGERIA:  M'SILA"	35.7	4.4	10	5.5		4	1			350	3	2	2	25000	4			4	1			350	3	2	2	2500	4		
	1965	1	24	0	11	12.1	1963		"INDONESIA:  SANANA ISLAND"	-2.4	126.1	6	7.6		71	2						2	3000	4			71	2						2	3000	4		
	1965	2	10	16	9	52.6			"IRAN:  NW"	37.684	46.998	52	5.3		20	1						3		4		3	20	1						3		4		3
	1965	3	9	17	57	53.7	3042		"GREECE:  ALONISOS, SKOPELOS"	39.4	24	18	6.3		38	1			253	3	8	3					38	1			253	3	8	3		3		
	1965	3	28	16	33	0			"CHILE:  CENTRAL"	-32.4	-71.2	61	7.3		400	3					125	4																
	1965	3	31	9	47	0			"GREECE"	38.6	22.4	78	7.1	10	6	1						2																
	1965	4	5	3	12	54.2			"GREECE:  SOUTHERN"	37.7	21.8	34	6.2	10	32	1			200	3		3		3			32	1			200	3		3		3		
	1965	4	19	23	41	58.8	5505		"JAPAN:  AICHI, SHIZOUKA PREFECTURES"	34.9	138	36	6		1	1			4	1		1					1	1			4	1		1				
	1965	4	29	15	28	43.7			"WASHINGTON:  SEATTLE"	47.4	-122.3	59	6.6	8	7	1					28	4					7	1					28	4				
	1965	5	3	10	1	35.2			"EL SALVADOR:  SAN MARCOS"	13.5	-89.3	23	6	6	125	3			1138	4	35	4					125	3			1138	4	35	4				
	1965	7	6	3	18	45.1	1972		"NORTH CORINTH GULF"	38.384	22.545	18	6.1	8	1	1			6	1		3	70	2	1000	3	2	1			6	1		3	70	2	1000	3
	1965	8	23	19	46	2.9	1975		"MEXICO:  ME\XICO CITY, OAXACA"	16.3	-95.8	28	7.8		6	1						1				1	6	1						1				1
	1966	2	5	2	1	48.3			"GREECE:  CENTRAL"	39.2	22	38	6.3		1	1			60	2	4	2	450	3			1	1			60	2	4	2	450	3		
	1966	3	7	1	16	0			"TURKEY:  VARTO, MUS"	39.1	41.6	38	6	8	10	1						3																
	1966	3	12	16	31	21.8	1980		"TAIWAN"	24.1	122.6	48	8		7	1			10	1		2		2			7	1			10	1		2		2		
	1966	3	20	1	42	53.7			"UGANDA: KICHWAMBA, BONDIBOGYO;  TANZANIA;  DR CONGO"	0.622	29.863	29	6.6	7	157	3			1300	4	1.5	2		3			157	3			1300	3	1.5	2		3		
	1966	6	27	10	41	9.5			"NEPAL-INDIA"	29.554	80.854	23	6.3	8	80	2			100	2	1	2	5200	4			80	2			100	2	1	2	5200	4		
	1966	7	12	0	4	12			"TURKEY:  BAGICI"	38.9	41.3	64	4.6		12	1			20	1		3					12	1			20	1		3				
	1966	8	15	2	15	0			"INDIA:  N"	28.7	78.9	53	5.6		15	1						1																
	1966	8	19	12	22	0			"TURKEY:  VARTO"	39.2	41.6	24	6.8	9	2394	4					20	3																
	1966	9	1	14	22	59.2			"GREECE:  SOUTHERN"	37.459	22.155	17	5.5	8	1	1			123	3	14	3	180	3	1500	4	1	1			123	3	14	3	180	3	1500	4
	1966	9	4	22	14	0			"COLOMBIA"	4.62	-73.98	15	5.3	7	6	1			30	1		2	200	3			6	1			30	1		2	200	3		
	1966	10	17	21	41	56	1982		"PERU:  LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS"	-10.748	-78.638	38	8.1	9	110	3			3000	4	35	4					110	3			3000	4	35	4				
	1966	10	29	2	39	29.4			"GREECE:  CENTRAL"	39.2	21.2	20	5.7		1	1			23	1		3		3			1	1			23	1		3		3		
	1966	12	28	8	18	7.4	1984		"CHILE:  TALTAL, CATALINA"	-25.5	-70.7	47	7.8	8	3	1			6	1	0.4	1		3			3	1			6	1	0.4	1		3		
	1967	2	9	15	24	0			"COLOMBIA:  HUILA, NEIVA, RIVERA,SAN ANTONIO"	2.85	-74.8	55	7	10	98	2					20	3				4	98	2					20	3				4
	1967	2	19	22	14	35.3			"INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK"	-9.2	113.1	80	6.8	9	54	2			300	3		3	2000	4	5000	4	54	2			300	3		3	2000	4	5000	4
	1967	4	11	5	9	12.1	1987		"INDONESIA:  MAKASSAR STRAIT"	-3.7	119.3	33	5.5	8	58	2			100	2		2		2			71	2			100	2		2		2		
	1967	4	12	4	51	50.2	1988		"INDONESIA-MALAYSIA:  N SUMATERA,MALAY PENINSULA"	5.5	97.3	100	6.1		14	1						3	2000	4			14	1						3	2000	4		
	1967	5	1	7	8	0			"GREECE"	39.5	21.2	55	5.9		9	1					5	2																
	1967	7	13	2	10	20			"ALGERIA:  NEAR SIG"	35.5	-0.1	13	5		10	1			15	1		1	40	1			10	1			15	1		1	40	1		
	1967	7	22	16	57	0			"TURKEY:  MUDURNU, ADAPAZARI"	40.7	30.8	4	7.3	10	86	2					3	2																
	1967	7	26	18	53	0			"TURKEY:  TUNCELI"	39.5	40.4	8	6.2		97	2						3																
	1967	7	29	10	24	24.6			"COLOMBIA"	6.747	-73.03	161	6.8	8	20	1			150	3	2	2				3	20	1			150	3	2	2				3
	1967	7	30	0	4	22	3349		"VENEZUELA"	10.559	-67.33	25	6.6	8	300	3			1536	4	140	4					300	3			1536	4	140	4				
	1967	8	13	22	7	47.5			"FRANCE:  ARETTE,LANNE,MONTORY,ARAMITS,HAUX,SUNHAR"	43.2	-0.5	15	5.3	8	1	1			80	2		2		3				1			80	2		2		3		
	1967	10	25	0	59	22.6			"TAIWAN:  HUALIEN"	24.5	122.2	65	7		2	1						2	23	1			2	1						2	23	1		
	1967	11	30	7	23	0			"ALBANIA"	41.5	20.5	29	6.5	10	18	1					20	3																
	1967	12	10	22	51	23.5			"INDIA"	17.412	73.885	15	6.6	8	180	3					0.4	1					180	3					0.4	1				
	1967	12	21	2	25	23	1994		"CHILE:  NORTHERN"	-21.7	-69.5	33	7.5		1	1				3		2		2			1	1				3		2		2		
	1968	1	15	2	1	8.5			"ITALY:  SICILY"	37.9	13.1	33	6		216	3			563	3	320	4					216	3			563	3	320	4				
	1968	1	25	9	56	48.7			"ITALY:  SICILY"	37.8	13.2	33	5.1		8	1			55	2		1					8	1			55	2		1				
	1968	2	19	22	45	45.7	1997		"GREECE:  AEGEAN SEA:  ST EUSTRATIOS"	39.368	24.957	15	7.2	10	20	1			18	1	0.6	1	500	3	1951	4	20	1			18	1	0.6	1	500	3	1951	4
	1968	2	21	1	45	0			"JAPAN:  KYUSHU"	32	130.6	3	6.3		3	1						2					3	1						2				
	1968	2	25						"ALGERIA:  EL ALEN (BABORD)"	36.08	5.07		4.9	8	1	1			4	1		2	100	2			1	1			4	1		2	100	2		
	1968	3	20	19	2	50.3			"KENYA:  HOMA BAY, USIRI, GOT KOKECH"	-0.6	34.4	33	4.6		1	1			1	1		1					1	1			1	1		1				
	1968	4	1	0	42	4.2	1998		"JAPAN:  KYUSHU, SHIKOKU"	32.3	132.5	30	7.5	7	1	1			22	1		2		2			1	1			22	1		2		2		
	1968	4	29	17	1	57.2			"IRAN:  MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI"	39.253	44.203	34	5.6	7	38	1			100	2	1	2	1000	2			38	1			100	2	1	2	1000	2		
	1968	5	16	0	48	55.4	2000		"JAPAN:  OFF EAST COAST OF HONSHU ISLAND"	40.8	143.2	7	8.2	6	52	2			330	3		3	689	3			52	2			330	3	131	4	1218	4		
	1968	5	23	17	24	0			"NEW ZEALAND:  SOUTH ISLAND:  NW COAST"	-41.7	172	21	7.1		3	1					3	2																
	1968	6	19	8	14	0			"PERU:  SAN MARTIN,MOYOBAMBA,YANTALO,RIOJA,LAMAS"	-5.6	-77.2	33	7		15	1					0.1	1																
	1968	8	1	20	19	21.9	2003		"PHILIPPINES:  LUZON:  MANILA"	16.5	122.2	36	7.3		270	3			261	3	8	3		1		3	270	3			261	3	8	3		1		3
	1968	8	2	14	6	43.7	5847		"MEXICO:  OAXACA, GUERRERO"	16.519	-97.739	25	7.3	7	18	1					2.4	2					18	1					2.4	2				
	1968	8	31	10	47	43.2			"IRAN:  DASHT-E-BAYAZ"	34.158	59.083	13	7.1	10	10488	4			17000	4	35	4	12000	4			10488	4			17000	4	35	4	12000	4		
	1968	9	1	7	27				"IRAN:  FERDOW"	34	58.2	15	6.2		700	3						3	1500	4			700	3						3	1500	4		
	1968	9	3	8	19	52.2	3297		"TURKEY:  BARTIN, AMASRA, CAKRAZ"	41.8	32.3	38	6.6	8	24	1			200	3		3	2000	4	2000	4	24	1			200	3		3	2000	4		
	1968	9	20	6	0	5	2009		"VENEZUELA:  CARUPANO"	10.697	-62.748	103	6.5	9	3	1						2					3	1						2				
	1968	9	24	4	19	0			"TURKEY"	39.2	40.1	14	5.1		2	1						3																
	1968	9	25	10	38	39.5	2010		"MEXICO-GUATEMALA:  S CHIAPAS"	15.573	-92.536	124	6.1		20	1			500	3		2					20	1			500	3		2				
	1968	11	3	4	49	0			"BALKANS NW:  MONTENEGRO"	42.1	19.3	17	5.3		1	1					38.6	4																
	1969	1	3	3	16	40.3			"IRAN:  NE KHURASAN PROVINCE"	37.14	57.899	11	5.5	8	50	1			300	3		2	100	2			50	1			300	3		2	100	2		
	1969	2	11	22	8	54			"CHINA:  XINJIANG PROVINCE:  WUSHI"	41.45	79.367	10	6.3	7	4	1				1		3		3			4	1				1		3		3		
	1969	2	23	0	36	56.6	2011		"INDONESIA:  SULAWESI:  PARASANGA, PALETOANG"	-3.1	118.9	13	7.4	8	64	2			97	2		3	1287	4			664	3			97	2		3	1287	4		
	1969	2	28	2	40	32.5	2012		"PORTUGAL; MOROCCO:  RABAT, SALE; SPAIN:  CANARY IS"	36.017	-10.95	22	7.8	7	25	1			80	2		2		3		4	25	1			80	2		2		3		4
	1969	3	28	1	48	0			"TURKEY:  ALASEHIR, SARIGOL, KIRAZ"	38.6	28.4	9	6.5		53	2						3																
	1969	3	29	9	15	53.5			"ETHIOPIA:  SARDO"	11.875	41.208	35	6.2	9	40	1			160	3	0.32	1		3			40	1			160	3	0.32	1		3		
	1969	3	31	7	15	54.4	3646		"EGYPT:  BENI-SOUEF, AL-QAHIRAH (CAIRO)"	27.7	34	33	7		2	1			16	1		3	107	3			2	1			16	1		3	107	3		
	1969	4	3	22	12	0			"ALBANIA:  SOUTHERN"	40.7	19.8	33	5.5		1	1						2																
	1969	7	18	5	24	50	5800		"CHINA:  BOHAI SEA"	38.2	119.4	6	7.4	9	10	1			353	3		4	15190	4	24810	4	10	1			353	3		4	15190	4	24810	4
	1969	7	25	22	49	43			"CHINA:  GUANGDONG PROVINCE:  YANGJIANG COUNTY"	22.317	111.8	5	6.4	8	3000	4						4	10762	4			3000	4						4	10762	4		
	1969	9	29	20	3	30.6			"SOUTH AFRICA:  CAPE PROVINCE"	-33.268	19.386	33	6.3	9	12	1				3	24	3				3	12	1				3	24	3				3
	1969	10	1	5	5	0			"PERU:  HUAYTAPALLANA, LAMPA, CHILIFRUTA"	-11.7	-75.1	43	6.2	11	150	3					5	2																
	1969	10	2	4	56	46.5			"CALIFORNIA:  SANTA ROSA"	38.467	-122.692	10	4.8	8	1	1					8.35	3					1	1					8.35	3				
	1969	10	26	15	36	0			"BALKANS NW:  BOSNIA-HERZEGOVINA:  BANJA LUKA"	44.9	17.3	33	6	8	14	1					50	4																
	1969	10	27	8	10	0			"BALKANS NW:  BOSNIA-HERZEGOVINA:  KAKASI, JABLAN"	44.9	17.2	33	6.4	9	9	1						3																
	1970	1	4	17	0	40.2			"CHINA:  YUNNAN PROVINCE; VIETNAM:  HANOI"	24.1	102.5	31	7.8	10	10000	4						3		3		3	10000	4						3		3		
	1970	2	5	22	5	58.3			"PHILIPPINES:  LUZON, ROMBLON I; TABLAS I:  ODIONGAN"	12.6	122.1	11	7.1		3	1				2		2					3	1				2		2				
	1970	2	14	11	17	16.1			"PERU:  PANAO,CHACLLA,QUERO,AYLLAMARCA,LA LINDA"	-9.9	-75.6	35	5.4	9	12	1						3		3			12	1						3		3		
	1970	3	14	1	51	44.4			"IRAN:  BADALAN,QERIS,BATCHI,DIZEH,PESAK,HESAR"	38.6	44.7	23	4.8		5	1						2		3			5	1						2		3		
	1970	3	23	1	52	59.3			"INDIA:  BROACH"	21.7	73	3	5.4		26	1			200	3		2					26	1			200	2		2				
	1970	3	28	21	2	23.4			"TURKEY:  GEDIZ"	39.2	29.5	20	7.4	10	1086	4			1174	4	55.6	4	8229	4	8229	4	1086	4			1174	4	55.6	4	8229	4	5586	4
	1970	4	7	5	34	5.6	2020		"PHILIPPINES:  LUZON"	15.78	121.71	40	7.3	6	15	1			200	3		2					15	1			200	3		2				
	1970	5	31	20	23	27.3	2021		"PERU: NORTHERN, PISCO, CHICLAYO"	-9.2	-78.8	43	7.9	10	66794	4			50000	4	530	4		3		3	66794	4			50000	4	530	4		3		
	1970	7	2	2	24	35.7			"TURKEY:  SIVAS"	38.8	36.7	27	4.9		1	1						2	150	3	150	3	1	1						2	150	3		
	1970	7	30	0	52	19.5			"IRAN:  KARNAVEH, MAREV"	37.8	55.9	16	6.7	8	220	3			483	3	8	3	2000	4		4	220	3			483	3	8	3	2000	4		4
	1970	7	31	17	8	5.4			"PERU:  JUIN  PROVINCE FELT ARGENTINA TO MEXICO CITY"	-1.5	-72.6	651	7.1		1	1				2		2					1	1				2		2				
	1970	10	31	17	53	7.1	2028		"PAPUA NEW GUINEA:  MADANG"	-4.907	145.471	8	7.3	8	15	1			20	1	1.75	2	800	3	800	3	18	1			20	1	1.75	2	800	3		
	1970	12	10	4	34	38.8			"PERU:  N;  ECUADOR:  S"	-4	-80.7	25	7.6	10	82	2			350	3	6	3					82	2			350	3	6	3				
	1971	2	6	18	9	9.1			"ITALY:  TUSCANIA"	42.5	11.8	33	4.6	8	24	1			150	3	41	4	40	1	1678	4	24	1			150	3	41	4	40	1	1678	4
	1971	2	9	14	0	41.8			"CALIFORNIA:  SAN FERNANDO"	34.412	-118.4	8	6.5	11	65	2			2000	4	505	4					65	2			2000	4	505	4				
	1971	2	14	16	27	36.1			"IRAN:  JAILAN,BOKRAN,HOSSEINABAD,SHARIFABAD"	36.6	55.6	39	5.3		1	1						2					1	1						2				
	1971	4	12	19	3	24.4			"IRAN:  TAZARJ,BARGHANY,MADANUIYEH,BARAFTAB,DARAGAH"	28.363	55.737	44	6.1	7	1	1						3		3			1	1						3		3		
	1971	5	12	6	25	13			"TURKEY:  BURDUR"	37.6	29.8	23	5.9	6	100	2				3		3					100	2				3		3				
	1971	5	22	16	43	58.7			"TURKEY:  BINGOL"	38.8	40.5	3	6.7	8	1000	3				2	5	2					1000	3				2	5	2				
	1971	6	16	14	44	22.5			"INDONESIA:  JAVA:  BUARAN,BANTAR KAWSUN,JIPANG"	-7.2	109.1	35	5.2		1	1			6	1		3			1377	4	1	1			6	1		3			1377	4
	1971	6	17	21		40.9			"CHILE:  CATALINA, ANTOFAGASTA"	-25.5	-69.2	93	6.3	5	1	1						2					1	1						2				
	1971	7	9	3	3	18.7	2033		"CHILE:  CENTRAL"	-32.5	-71.2	58	7.8	9	83	2			447	3	236.4	4		3			83	2			447	3	236.4	4		3		
	1971	7	14	6	11	29.1	2034		"PAPUA NEW GUINEA:  NEW IRELAND: BOUGAINVILLE"	-5.5	153.9	47	7.9	9	2	1			5	1		1					3	1			5	1		1				
	1971	7	15	1	33	22.3			"ITALY:  PARMA"	44.8	10.3	7	5.2		2	1						1					2	1						1				
	1971	7	27	2	2	49.6			"PERU-ECUADOR:  GUAYAQUIL"	-2.7	-77.4	135	6.3	7	1	1				2		2					1	1				2		2				
	1971	8	9	2	54	36.7			"IRAN:  BABOL-KENAR"	36.3	52.7	27	5.3		1	1						2					1	1						2				
	1971	10	15	10	33	46.7			"PERU:  APURIMAC"	-14.1	-73.3	54	5.7	9	5	1						3					5	1						3				
	1971	10	27	17	58	36.9			"VANUATU ISLANDS:  ESPIRITU SANTO, PORT VILA"	-15.5	167.2	40	7.1	7	1	1				2		3					1	1				2		3				
	1972	1	25	2	6	23.3	2045		"TAIWAN"	22.5	122.3	33	7.5	6	1	1						1	5	1			1	1						1	5	1		
	1972	2	4	2	42	18.9			"ITALY:  CENTRAL, ANCONA"	43.8	13.3	25	4.8		1	1			2	1		2																
	1972	3	20	7	33	49.6			"PERU:  JUANJUI"	-6.8	-76.8	64	6.1	9	7	1			50	1	20	3																
	1972	4	10	2	6	51.9			"IRAN:  QIR,KARZIN, JAHROM, FIRUZABAD"	28.415	52.765	11	6.6	9	5374	4			1710	4		4		4			5374	4			1710	4		4		4		
	1972	4	24	9	57	21.7			"TAIWAN:  HUALIEN"	23.6	121.6	33	6.9	5	4	1			11	1		2					4	1			11	1		2				
	1972	6	21	15	6	53.3			"ITALY:  ANCONA"	43.8	13.3	4	4.4		2	1					300	4																
	1972	6	24	15	29	22.2			"AFGHANISTAN:  HINDU KUSH:  SARSANGI, NARIN COUNTIES"	36.2	69.7	47	6.1	6	11	1			15	1		2		3		3												
	1972	9	3	16	48	28.8			"PAKISTAN:  TANGIR, GUPIS, RAWALPINDI, PESHAWAR"	36	73.4	36	6.2		100	2						3	1000	3	1000	3												
	1972	12	23	6	29	42.5			"NICARAGUA:  MANAGUA"	12.4	-86.1	5	6.2		10000	4			20000	4	2968	4					10000	4			20000	4	2968	4				
	1973	1	30	21	1	12.5	2058		"MEXICO:  S, FARIAS, TECOMAN"	18.48	-103	43	7.5		56	2			390	3		2		2			56	2			390	3		2		2		
	1973	3	17	8	30	51.8	3226		"PHILIPPINES:  QUEZON CITY:  CALAUG,LOPEZ,GUIAYANGAN"	13.4	122.8	33	7.5	9	15	1			64	2	0.45	1					15	1			64	2	0.45	1				
	1973	4	14	8	34	0.1			"COSTA RICA: TILARAN, ARENAL, RIO CHIQUITO"	10.679	-84.759	33	6.5		26	1			100	2	0.2	1					26	1			100	2	0.2	1				
	1973	4	24	21	30	9.9			"COLOMBIA; SAN CRISTOBAL, VENEZUELA"	4.956	-78.144	50	6.5		1	1						2					1	1						2				
	1973	8	28	9	50	40			"MEXICO:  VERACRUZ, MEXICO CITY"	18.27	-96.6	84	6.2	7	600	3				4		3					600	3				4		3				
	1973	11	11	7	14	53.1			"IRAN:  QESHLAGH,DEH BID"	30.589	53.058	11	5.8	7	1	1				3		3			500	3	1	1				3		3			500	3
	1973	11	23	13	36	19.3			"AZORES:  PICO, FAIAL, TERCEIRA"	38.46	-28.31	5	5.1	8	1	1						2																
	1974	1	5	8	33	50.7			"PERU:  LIMA, YAUYOS"	-12.3	-76.35	98	6.3		10	1				3		3					10	1				3		3				
	1974	2	1	0	1	2.4			"TURKEY:  IZMIR"	38.6	27	29	5.2		2	1			20	1							2	1			20	1						
	1974	4	18	1	19	22.6			"COLOMBIA:  NE, CEPITA, SAN ANDREAS"	6.89	-72.93	24	5		4	1			10	1		2			120	3	4	1			10	1		2			120	3
	1974	5	8	23	33	25.2	2065		"JAPAN:  NAKAGI"	34.5	138.7	2	6.5	9	30	1			102	3		2	134	3			27	1			102	3		2	134	3		
	1974	5	10	19	25	15			"CHINA:  YUNNAN AND SICHUAN PROVINCES, CHAO-T'UNG"	28.24	104.01	11	7.1		20000	4						3		3			20000	4						3		3		
	1974	6	12	16	25	47.6			"VENEZUELA"	10.56	-63.38	34	6.1	7	5	1				1	2.5	2					5	1				1	2.5	2				
	1974	7	13	1	18	22.8			"COLOMBIA: BOGOTA, CALI, PEREIRA"	7.75	-77.69	12	7.3		11	1				1		1	50	1			11	1				1		1	50	1		
	1974	8	3	18	16	34			"JAPAN:  HONSHU:  KAKIOTA,  MITO, TOKYO"	36	139.82	58	5.7	6	2	1			17	1		2					2	1			17	1		2				
	1974	10	3	14	21	29.1	2068		"PERU:  LIMA, CALLAO"	-12.27	-77.79	13	8.1	9	78	2			2414	4	10	3		3			78	2			2414	4	10	3		3		
	1974	12	28	12	11	43.7	2071		"PAKISTAN:  BALAKOT, PATAN"	35.1	72.9	22	6.2	7	5300	4			17000	4	3.255	2		3		3	5300	4			17000	4	3.255	2		3		
	1975	1	19	8	2	2.5			"INDIA:  KASHMIR:   KINNAUR DISTRICT"	32.46	78.43	33	6.8		47	1						2					47	1						2				
	1975	2	4	11	36	7.5			"CHINA:  LIAONING PROVINCE:  YINGTAO, ANSHAN"	40.64	122.58	33	7.4	10	300	3						4		4			300	3						4		4		
	1975	2	9	4	45	24.5			"INDONESIA:  JAVA"	-6.7	106.7	27	5.6	8	1	1						2					1	1						2				
	1975	3	7	7	4	42.6			"IRAN:  SARKHUN,QALEH QAZI,QADHAD,NONG-E-BALA"	27.5	56.26	27	6.1	7	7	1			200	3		2		1			7	1			200	3		2		1		
	1975	3	13	15	26	42.5	2074		"CHILE:  COQUIMBO, LA SERENA"	-29.9	-71.3	4	6.9	8	2	1			25	1		1					2	1			25	1		1				
	1975	4	5	9	34	36.6			"VENEZUELA"	10.04	-69.75	33	6.1		3	1			20	1	1.2	2					3	1			20	1	1.2	2				
	1975	7	8	12	4	42.4			"MYANMAR (BURMA):  PAGAN"	21.49	94.7	157	6.5		1	1			1	1	0.5	1					1	1			1	1	0.5	1				
